index,html_color', 'r,g,b', 'black', 'gray', 'sliver', 'white', 'maroon', 'red', 'olive', 'yellow', 'green', 'lime', 'teal', 'aqua', 'navy', 'blue', 'orange', 'purple', 'fuchsia', 'brown'
animation_27.jpg1,#16100f',22,16,15,5.833043043,48.45738981,72.55279889,94.83707176,62.09319818,112.6908694,73.9448705,133.0033164,83.36869574,146.041415,54.02104055,100.7786012,80.45300153,136.3229567,106.5431321,72.44816842,126.9580547,56.52691494
animation_27.jpg2,#99312e',153,49,46,62.11802024,53.28644145,65.22914116,81.22846694,16.81916266,57.81186697,65.70062803,112.0518872,98.24716659,150.3915456,80.728872,113.7570842,93.87490528,138.8143243,68.19989597,64.90666421,105.7188375,22.36441014
animation_27.jpg3,#d0dbda',208,219,218,86.66104768,33.22213556,9.709144891,14.00015584,89.0553174,113.0729636,67.7435493,97.47589374,80.52528039,117.5909384,46.37311834,46.39779583,110.1857493,145.977412,85.25285083,91.88844865,121.3279718,71.24369422
animation_21.jpg2,#a9777b',169,119,123,58.97965397,21.0074686,30.79550306,49.51689106,51.98762893,85.91651288,60.90209849,106.7450526,84.86182512,135.5853333,51.4742567,79.65535817,86.46196139,129.9711408,76.01134593,62.62217098,102.6762687,39.98944538
animation_21.jpg3,#e5e3e2',229,227,226,90.36595803,36.78718905,12.68775218,9.678268786,88.64298188,110.1524054,69.233154,96.55717833,84.20671976,119.6670162,52.13876453,50.80547153,111.7087471,146.1313253,83.11009216,92.02490587,119.34785,71.35833412
animation_21.jpg1,#3c2020',60,32,32,21.75088731,40.37867676,63.44721061,85.29011064,48.16143543,97.88576619,67.60682244,125.1839357,84.31734196,145.1550987,55.15162404,99.19076416,78.36424483,132.3165557,94.47710381,63.59064919,116.5605527,43.154028
animation_18.jpg2,#64493c',100,73,60,36.99092051,25.35052198,46.7993665,68.23156456,47.02538649,91.54693827,53.02774653,108.4756508,72.98646242,130.8683497,46.04632464,85.61865599,88.26206856,138.8697448,79.77591305,69.50412769,118.0093664,33.54037393
animation_18.jpg3,#cfaf64',207,175,100,84.2974372,46.65653906,42.80486895,50.48355794,65.99176391,84.03916141,29.47168295,62.15187877,60.54094008,98.44669464,64.49929588,77.88846104,130.8258197,173.6826978,42.52772071,106.3104182,141.5951205,42.86926329
animation_18.jpg1,#dcdbda',220,219,218,87.4583873,33.87698806,9.772074011,12.559706,86.77566082,109.5228639,67.68996654,96.83979059,82.57746433,119.4742779,49.60304792,50.57686466,109.7920955,145.0983846,82.82489724,90.31007261,118.867866,69.42573739
animation_1.jpg3,#dbd9d8',219,217,216,86.82627639,33.24857511,9.160328271,13.20800055,86.08276471,109.0032311,67.32478814,96.86473865,82.40544015,119.6403595,49.32791516,50.9869471,109.2882177,144.7637496,82.5189625,89.73409264,118.506204,68.77006893
animation_1.jpg2,#d63935',214,57,53,87.00027438,72.14013565,77.54924976,88.30176823,26.3585301,34.43719566,75.24213389,109.7929166,112.4598702,157.692483,101.1394621,128.0068955,110.855391,149.4045859,59.68237739,78.26907908,107.8091394,35.70291641
animation_1.jpg1,#1a3652',26,54,82,29.73636263,37.63601957,59.41576417,80.74039696,75.88553442,122.9303203,83.46778134,138.8049959,90.18951012,149.5979915,40.51811959,84.29891385,66.02785758,118.909777,115.0832999,62.09072089,113.4610706,68.6319587
animation_13.jpg3,#d29183',210,145,131,72.15224407,31.33663135,30.90115783,44.32471009,52.13979114,77.01643241,55.05427802,94.21016612,83.74583914,129.1555432,60.49962728,81.49307158,100.8763232,141.4408564,62.22113829,74.35645565,108.7811791,37.38045789
animation_0.jpg1,#dbdad6',219,218,214,87.05084197,33.50704603,9.558013784,13.14636143,86.13895375,108.8911174,66.14144144,95.33679668,81.15175995,118.0745807,49.24625747,50.55553118,110.6150433,146.330273,81.5243515,90.99889204,119.9766597,68.47248474
animation_0.jpg2,#453c3f',69,60,63,26.70898805,27.64035678,51.58446877,73.81961582,58.09304441,104.9153558,64.93491943,121.2434994,78.0278564,137.7939811,40.73622734,84.58053742,78.47859408,130.9843254,95.07159915,65.37367979,116.5719403,48.15016544
animation_0.jpg3,#e9bd1e',233,189,30,109.1569368,79.93870747,76.00922932,79.03038305,79.4721621,82.17571045,36.14872743,35.5905437,68.05583111,89.30942972,94.91713615,104.036546,161.561936,204.500461,22.06228664,134.9366544,168.0329208,58.95885911
animation_22.jpg3,#47403c',71,64,60,27.97219011,26.25374653,50.21449473,72.45713835,57.44064549,103.8132636,60.32432712,116.886803,73.47432288,133.275759,39.13111509,82.85793576,83.21783577,135.4977654,91.62719343,69.46739517,120.1436377,45.68492824
animation_22.jpg2,#dddbd7',221,219,215,87.48413978,33.94294689,9.997541626,12.73534544,86.20681064,108.7024863,66.34021583,95.25415149,81.51662964,118.2408489,49.80915606,50.88379927,110.8282025,146.3953073,81.37655282,91.09886478,119.8544779,68.58559446
animation_22.jpg1,#bc9d74',188,157,116,71.59935159,29.38755656,28.61851562,42.5750602,60.25405203,86.22076994,38.98144191,80.00772502,65.49566373,110.3900431,51.94529093,71.29429817,113.1468218,156.2967327,56.87127799,89.78634455,126.8884694,38.86323932
animation_9.jpg3,#514647',81,70,71,31.2411719,23.28148901,47.12608201,69.33694276,57.08469502,102.6179175,62.0134851,117.5160678,76.25460459,135.1273673,39.12280739,81.65395103,80.43819458,131.9254315,91.47034265,65.87457222,115.8745047,45.82241458
animation_24.jpg1,#11234c',17,35,76,32.52137897,48.57702571,69.42641,90.16172759,77.13901785,124.5994205,94.71189628,150.4804235,103.4027862,163.3446741,54.13326331,96.39650062,53.47349963,108.0566928,123.3254759,52.89119912,105.5829741,74.34441741
animation_24.jpg3,#d9dcde',217,220,222,87.60050702,34.03524814,9.99411829,12.50028129,88.16816541,111.3399224,69.22867611,98.53803796,83.32052574,120.2505524,48.91960066,49.25814399,109.0910923,144.146975,84.91542681,90.14516183,118.5772121,70.97127006
animation_9.jpg2,#d7dadd',215,218,221,86.92425277,33.37203482,9.390359327,13.23101856,87.80881909,111.3022499,69.32586985,99.12377094,83.40020704,120.7297348,48.4082232,49.36317446,108.2566678,143.4201728,85.22952393,89.39447249,118.0220492,70.71641928
animation_12.jpg1,#dad9d8',218,217,216,86.74788306,33.16660379,9.063214987,13.26944111,86.2694312,109.3020765,67.31825769,96.91240441,82.22454035,119.477493,49.04381925,50.63381044,109.3118554,144.8304504,82.71932847,89.85825995,118.7080307,68.91515406
animation_12.jpg2,#5b403e',91,64,62,32.65043386,26.86157324,49.40296997,71.16616027,48.93565242,94.9318766,60.43389437,115.9540731,78.66291891,137.2556313,46.50233906,87.62686592,81.07186013,132.4110292,86.67926976,63.64038837,113.5882062,38.89288398
animation_12.jpg3,#69749d',105,116,157,55.01893454,24.55773229,37.23184009,56.08002959,78.2166572,117.119842,82.36618145,130.1698556,93.38510686,146.0800636,37.9594407,68.94536504,68.92564646,113.0192488,107.0341573,57.91668105,100.1013204,68.62963708
animation_19.jpg3,#6e86a8',110,134,168,59.0500876,20.85312348,30.58234066,49.32256205,81.63723642,119.0663773,78.59358167,124.4994019,87.98290887,138.8317148,32.04702873,60.26321972,77.35321573,119.9858626,104.459595,66.18321682,106.2949836,69.54783416
animation_16.jpg3,#3a1c1b',58,28,27,21.7602263,42.37920422,65.31036919,87.08050455,46.829239,96.91631309,67.81751624,125.5037936,84.96821816,145.8982574,57.21991176,101.2860871,79.14601586,133.2124725,94.27151316,64.15796628,117.2168817,42.53181539
animation_14.jpg2,#0c2247',12,34,71,29.89336446,47.93073766,69.30663243,90.30401464,76.86075873,124.7755038,92.90083731,149.0221215,100.9551035,161.1747005,52.53180395,95.58858219,56.40209975,111.0959972,122.4552713,55.6376442,108.5094684,73.47069256
animation_13.jpg1,#915154',145,81,84,51.00117879,31.04621375,45.83761973,64.70832523,38.73967758,78.79881687,62.20353341,111.9183577,88.34880356,142.3178464,59.18363224,92.90455311,82.76656895,129.2831404,76.42147368,57.72569519,102.0989867,31.30356544
animation_14.jpg1,#d6dcde',214,220,222,87.39837948,33.86373338,9.945690099,12.85160674,88.72779379,112.2165941,69.23860695,98.69325038,82.81703653,119.7876104,48.11770299,48.21791576,109.1842275,144.3625989,85.50896773,90.53516597,119.1903708,71.41366467
animation_7.jpg1,#965549',150,85,73,53.80092141,33.30494634,46.68815534,64.84018066,34.6148408,73.58124811,54.74188425,104.1433538,83.40370777,136.4305168,61.05928638,93.71232214,91.47929103,137.9119692,67.97936157,65.92161584,109.0336892,23.06559967
animation_7.jpg3,#d8d3d2',216,211,210,84.93603074,31.38691068,7.453828439,15.20269283,83.99687382,107.4466201,66.26095622,96.96976159,81.92782168,120.1675335,48.56410183,52.27127788,107.788883,143.7749537,81.62447079,88.01332457,117.4355285,66.80229866
animation_7.jpg2,#eff2f2',239,242,242,95.27853507,41.7010229,17.59989125,4.843383529,93.50838729,113.6040202,72.65663469,97.05623759,86.61273495,119.5499361,55.24723515,49.23934815,115.178332,148.1671623,85.58199764,95.84028024,121.3492818,76.17673258
animation_8.jpg1,#b4a777',180,167,119,73.53049648,30.58945737,28.23828204,41.28434457,67.42459672,93.41091323,35.91600414,76.09263896,58.73496772,102.7494149,48.23285568,65.07297865,118.0148189,161.481128,59.07698927,96.25239562,133.7071414,44.90117355
animation_8.jpg2,#5a5650',90,86,80,36.98562795,17.31618735,41.14934224,63.373283,59.57798267,102.9824448,56.3405341,110.9190498,70.04587938,127.8962765,33.85028653,75.08828792,86.67302279,136.943373,87.27920666,71.53337731,119.7305204,45.17183834
animation_8.jpg3,#e9eae9',233,234,233,92.60009525,39.0180409,14.90686919,7.428794005,90.9745125,111.8658997,70.60148406,96.54980421,84.9957177,119.2574963,53.3585383,49.75259081,113.4858259,147.312918,84.17721016,94.00458754,120.5713371,73.5930192
animation_15.jpg3,#dddbd9',221,219,217,87.51586794,33.94525269,9.883296684,12.55680818,86.46040954,109.0496825,67.24384959,96.27982858,82.34250927,119.1709569,49.85335783,50.90902255,110.1208804,145.4863673,82.20858011,90.48949809,119.0624074,69.04751353
animation_6.jpg2,#3e2520',62,37,32,22.48303776,38.47262904,61.58753848,83.46177563,48.07753032,97.42749061,63.97219985,121.7201253,80.60974605,141.3953831,53.03413625,96.94808045,81.64819829,135.3722952,91.8587347,66.56587618,119.054268,41.18684007
animation_6.jpg3,#dcdcda',220,220,218,87.71606689,34.14081644,10.05971025,12.33432091,87.08515808,109.7572354,67.41962532,96.34069871,82.15968605,118.8437916,49.57310874,50.17512977,110.4081921,145.7538066,82.66468186,90.96155718,119.544604,69.59260704
animation_6.jpg1,#ac7043',172,112,67,65.80231518,39.4288658,46.68592735,61.58014339,39.81405417,69.18339918,39.04217772,85.06870324,72.80587074,121.2390081,64.54733915,91.42044477,110.5097866,155.7980236,49.97945799,84.49373822,124.0587543,18.09793013
animation_17.jpg3,#161311',22,19,17,6.37823274,47.50653479,71.61418944,93.90429828,62.69703954,113.1337152,72.93123811,131.9763527,81.9027758,144.569278,52.54647015,99.35002291,81.33350137,137.1039052,106.0754073,73.34434351,127.7192752,56.46301546
animation_17.jpg2,#976d48',151,109,72,57.73275413,30.03496962,41.01266846,58.63322837,44.49543711,78.94764178,38.82185545,89.11578009,67.86856557,119.47634,54.33614623,84.06880566,104.9710943,151.713527,58.90440156,81.39609634,123.5616557,23.22662746
animation_17.jpg1,#dddddc',221,221,220,88.09141083,34.50881049,10.39854304,11.92152362,87.46737722,110.0428698,68.06022859,96.81984981,82.75576108,119.3130023,49.88802442,50.17600938,110.2979201,145.4354644,83.13462626,90.88715873,119.2318443,70.08124037
animation_25.jpg2,#62272b',98,39,43,38.0600545,41.30011465,60.79152218,81.05493422,34.36741858,82.56319189,66.82783701,121.1052389,90.67613215,148.6439248,63.84213202,103.5989316,79.02711385,129.813818,84.90875661,57.23093686,107.1236227,32.90382341
animation_25.jpg3,#dddbdb',221,219,219,87.56062612,33.98028915,9.879495865,12.46310159,86.72418902,109.4031618,68.15165706,97.30566722,83.17495428,120.1045168,49.92176403,50.95875782,109.4185664,144.5784902,83.043782,89.88688877,118.2723365,69.52079885
animation_25.jpg1,#b78b5e',183,139,94,69.15457004,33.28406484,36.44205368,50.65984732,51.8198929,78.54579442,36.74490456,80.40892345,67.40663217,113.8245805,57.24921325,79.9690257,112.673585,156.8349929,52.0316605,88.02677978,126.1975006,30.05408808
animation_11.jpg1,#19201d',25,32,29,12.18664462,42.31266225,66.35935379,88.62289782,65.42457624,114.8915638,69.38257545,128.0216984,76.66126108,139.0268648,45.38669775,92.27798571,83.4767709,138.5641129,104.3390797,75.48770733,129.0646381,56.58964211
animation_11.jpg3,#dbded6',219,222,214,88.14993,34.72866262,11.20527589,12.71184812,87.44409781,109.8800123,65.1181656,93.35418153,79.51455358,115.554793,49.24677119,49.04844336,113.0914049,148.9491494,80.94063397,93.61767319,122.6790948,69.2295452
animation_11.jpg2,#84906e',132,144,110,61.29085495,20.26128031,27.9030636,46.40757065,70.40035852,103.9643823,40.54781622,87.77968312,54.12657621,104.9532502,32.54092737,58.70544184,109.6799302,155.6831253,73.21756982,91.98746069,133.6564368,48.87128002
