index,html_color', 'r,g,b', 'black', 'gray', 'sliver', 'white', 'maroon', 'red', 'olive', 'yellow', 'green', 'lime', 'teal', 'aqua', 'navy', 'blue', 'orange', 'purple', 'fuchsia', 'brown'
action_5.jpg1,#191d1c',25,29,28,10.54647198,43.30917232,67.40976103,89.6969671,64.75660249,114.5049295,71.05316051,129.7302894,78.93199228,141.3037118,47.16597771,94.01617135,81.63388295,136.9016516,105.2532889,73.77274602,127.5941026,56.82000535
action_5.jpg2,#e0e2e2',224,226,226,89.73709302,36.1562801,12.05093518,10.29042393,89.22886476,111.3707672,69.45336702,97.27868336,83.72935847,119.4801124,50.81376888,49.42404558,111.2138686,145.8060362,84.23618837,91.97980245,119.6620916,71.87723457
action_5.jpg3,#6c898f',108,137,143,56.22082311,11.09581362,25.10000725,46.18900671,78.10373866,115.5396195,63.48116709,110.1872135,71.48748541,122.920548,21.27958044,53.80369991,91.24248162,136.0904588,93.69873655,78.25450687,120.10637,61.77924292
action_6.jpg1,#323439',50,52,57,21.96247,32.08407565,56.12312016,78.38836032,63.32495789,111.0943809,68.57003577,125.5467104,78.47427233,139.128074,39.80506558,85.33358333,77.7877535,131.2627231,100.8901073,67.72959915,119.8529852,53.87453203
action_6.jpg2,#a57364',165,115,100,58.32737025,24.03570744,34.35974673,52.65675689,46.45584277,80.54804511,50.807476,98.02083188,77.50213786,128.3931457,52.95107337,81.825928,95.10261332,140.004338,66.7134249,70.83662873,111.639531,30.58923148
action_6.jpg3,#dddcd9',221,220,217,87.77487649,34.21278504,10.18259745,12.34403206,86.77293324,109.2868365,66.97457821,95.78027708,81.92583536,118.5407926,49.82635714,50.51283056,110.7358438,146.1403465,82.0497592,91.14083631,119.7387774,69.21778425
action_7.jpg1,#3e2925',62,41,37,22.08305583,36.39041825,59.79134945,81.794916,50.45725391,99.39895611,63.89161658,121.5854027,79.53981732,140.3260818,50.28121953,94.38853229,81.13527253,134.7993547,92.67628245,66.66922837,119.0851455,42.7196311
action_7.jpg2,#9f6d59',159,109,89,56.94700348,26.04866839,37.39531322,55.6660032,43.94053806,79.02143976,48.22759347,96.64400389,75.73510776,127.2450977,53.92847283,83.83036238,96.79649027,142.481546,64.81529241,72.55541842,114.1584156,27.0724306
action_7.jpg3,#dddadb',221,218,219,87.31301076,33.741207,9.67556499,12.75230869,86.42295014,109.1749243,68.43166574,97.80813227,83.59853526,120.735829,49.96984773,51.37203017,108.8050938,143.923769,83.21275078,89.23712351,117.5950947,69.36583178
action_8.jpg1,#dfdcd8',223,220,216,87.9188185,34.38246985,10.44892234,12.33651645,86.27815157,108.5163143,66.54282684,95.17444278,81.88343807,118.4092604,50.37198495,51.21615705,111.0439839,146.4627434,81.23210851,91.20235335,119.7350616,68.70292759
action_8.jpg2,#b07a57',176,122,87,64.60825096,32.43885866,39.00256817,54.67646618,44.72246079,74.59770162,41.93699218,87.53462896,72.85728099,121.4340282,58.78004028,84.89313099,106.2441731,150.8858953,55.24632521,80.90330329,120.147662,24.71864006
action_8.jpg3,#2f2018',47,32,24,17.19436549,41.02602897,64.6671413,86.75513549,52.87538834,102.5741329,64.36670805,122.9731027,78.11412261,139.8374524,51.71806465,96.90874668,84.00259715,138.5568641,95.12406593,71.18518204,124.3256346,45.24819566
action_9.jpg1,#d0a060',208,160,96,80.41850244,44.04590245,42.14822478,51.57640764,57.62164125,76.57056823,33.39323111,69.13824368,66.81501493,107.3780531,65.63990551,82.58533335,124.4027904,167.1500192,41.7446019,98.72121564,134.020581,35.46883751
action_9.jpg2,#47331c',71,51,28,29.75680678,35.99182328,57.9145782,79.32192922,46.80632297,94.08377508,51.79965113,110.0027513,69.7732615,130.0387779,50.42636699,92.64563149,93.14600748,145.9795106,82.11627096,76.38640047,127.0757616,34.10714688
action_9.jpg3,#dfddd9',223,221,217,88.19311958,34.65054009,10.68978479,12.0366644,86.71932043,108.9301735,66.72652089,95.18837589,81.87985789,118.243891,50.36845934,50.83645193,111.3038511,146.661173,81.49234117,91.54796525,120.0150727,69.10643624
